pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 28185 b,HD 28185,1,1,2,Radial Velocity,2001,La Silla Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,385.52775,0.04362,-0.05554,0.0,1.035,0.042,-0.046,0.0,,,,,,,,,,,,,,,,,1855.16441,154.46461,-162.09249,0.0,5.837,0.486,-0.51,0.0,,,,,,,,,1855.16441,154.46461,-162.09249,0.0,5.837,0.486,-0.51,0.0,Msini,,,,,0.055,0.004,-0.003,0.0,,,,,,,,,,,,,,,,,BJD,0.0,163.657,0.653,-0.533,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.99,0.13,-0.13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h26m26.41s,66.6100461,-10d33m03.87s,-10.5510754,39.3809,0.0637,-0.0636,7.8,0.03,-0.03,6.185,0.029,-0.029,7.62682,0.00023,-0.00023,2023-06-14,2022-09,2023-06-14
HD 28678 b,HD 28678,1,1,1,Radial Velocity,2011,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,380.2,1.6,-1.6,0.0,1.18,0.2,-0.2,0.0,,,,,,,,,,,,,,,,,490.09386,23.20159,-23.20159,0.0,1.542,0.073,-0.073,0.0,,,,,,,,,490.09386,23.20159,-23.20159,0.0,1.542,0.073,-0.073,0.0,Msini,,,,,0.149,0.047,-0.047,0.0,,,,,,,,,,,,,,,,,JD,0.0,32.9,1.4,-1.4,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4972.0,,,0.0,6.48,,,0.0,1.53,,,0.0,,,,,,,,,,3.06,,,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h31m25.46s,67.8560643,+04d34m30.90s,4.5752495,189.908,2.3275,-2.3275,8.38,0.03,-0.03,5.775,0.023,-0.023,8.05469,0.000336,-0.000336,2018-12-03,2019-04,2018-12-06
HD 2952 b,HD 2952,1,1,1,Radial Velocity,2013,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,311.60001,1.8,-1.8,0.0,1.23,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,435.4271,82.6358,-82.6358,0.0,1.37,0.26,-0.26,0.0,,,,,,,,,435.4271,82.6358,-82.6358,0.0,1.37,0.26,-0.26,0.0,Msini,,,,,0.13,0.09,-0.09,0.0,,,,,,,,,,,,,,,,,,0.0,26.3,3.6,-3.6,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4844.0,20.0,-20.0,0.0,10.76,0.58,-0.58,0.0,1.97,0.38,-0.38,0.0,0.0,,,0.0,[Fe/H],,,,,2.67,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h33m10.52s,8.2938367,+54d53m41.34s,54.8948177,110.103,0.657,-0.649,5.9258,0.023,-0.023,3.629,0.246,-0.246,5.64532,0.0008737,-0.0008737,2018-09-04,2017-03,2018-09-06
HD 31253 b,HD 31253,1,1,1,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,466.0,3.0,-3.0,0.0,1.26,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,197.0546,38.1396,-38.1396,0.0,0.62,0.12,-0.12,0.0,,,,,,,,,197.0546,38.1396,-38.1396,0.0,0.62,0.12,-0.12,0.0,Msini,,,,,0.3,0.2,-0.2,0.0,,,,,,,,,,,,,,,,,,0.0,12.0,2.0,-2.0,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6130.0,22.0,-22.0,0.0,1.75,0.04,-0.04,0.0,1.7,0.25,-0.25,0.0,0.17,,,0.0,[Fe/H],,,,,4.18,0.06,-0.06,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h54m43.75s,73.6822877,+12d21m07.24s,12.3520103,58.1438,0.1507,-0.1498,7.13266,0.023,-0.023,5.792,0.017,-0.017,6.98479,0.000189,-0.000189,2018-09-04,2017-03,2018-09-06
HD 31527 d,HD 31527,1,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,271.6737,2.1135,-2.2471,0.0,0.8098,0.0273,-0.0293,0.0,,,,,,,,,,,,,,,,,11.82,1.7,-1.64,0.0,0.0372,0.0053,-0.0052,0.0,,,,,,,,,11.82,1.7,-1.64,0.0,0.0372,0.0053,-0.0052,0.0,Msini,,,,,0.24,0.13,-0.13,0.0,,,,,,,,,,,,,,,,,BJD,0.0,1.25,0.17,-0.16,0.0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G2 V,5898.0,13.0,-13.0,0.0,,,,,0.96,,,0.0,-0.17,0.01,-0.01,0.0,[Fe/H],0.079,0.011,-0.011,0.0,4.45,0.02,-0.02,0.0,,,,,,,,,1.9,,,0.0,20.3,2.9,-2.9,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473,0.0408,-0.0408,7.49,0.03,-0.03,6.049,0.018,-0.018,7.33222,0.000169,-0.000169,2019-02-05,2019-02,2019-02-07
HD 32518 b,HD 32518,1,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,Published Confirmed,0,<a refstr=DOLLINGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...505.1311D/abstract target=ref> Dollinger et al. 2009 </a>,157.54,0.38,-0.38,0.0,0.59,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,966.16,216.12,-216.12,0.0,3.04,0.68,-0.68,0.0,,,,,,,,,966.16,216.12,-216.12,0.0,3.04,0.68,-0.68,0.0,Msini,,,,,0.01,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,,0.0,115.83,4.67,-4.67,0.0,<a refstr=DOLLINGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...505.1311D/abstract target=ref> Dollinger et al. 2009 </a>,K1 III,4580.0,70.0,-70.0,0.0,10.22,0.87,-0.87,0.0,1.13,0.18,-0.18,0.0,-0.15,0.04,-0.04,0.0,[Fe/H],,,,,2.1,0.15,-0.15,0.0,5.83,2.58,-2.58,0.0,,,,,1.2,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h09m36.90s,77.4037569,+69d38m20.89s,69.6391355,122.115,0.306,-0.306,6.43005,0.023,-0.023,3.911,0.036,-0.036,6.11933,0.0003789,-0.0003789,2014-05-14,2009-10,2014-05-14
HD 33142 b,HD 33142,1,1,3,Radial Velocity,2011,W. M. Keck Observatory,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220603899T/abstract target=ref>Trifonov et al. 2022</a>,330.0,0.4,-0.4,0.0,1.074,0.007,-0.007,0.0,,,,,,,,,,,,,,,,,400.46379,15.89142,-15.89142,0.0,1.26,0.05,-0.05,0.0,,,,,,,,,400.46379,15.89142,-15.89142,0.0,1.26,0.05,-0.05,0.0,Msini,,,,,0.049,0.032,-0.03,0.0,,,,,,,,,,,,,,,,,,0.0,28.1,1.1,-1.1,0.0,<a refstr=TRIFONOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220603899T/abstract target=ref>Trifonov et al. 2022</a>,K0 III,5025.4,23.6,-15.5,0.0,4.17,0.03,-0.07,0.0,1.52,0.03,-0.03,0.0,0.06,0.01,-0.01,0.0,[Fe/H],1.0,0.004,-0.01,0.0,3.38,0.02,0.0,0.0,2.72,0.14,-0.13,0.0,,,,,2.0,,,1.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,121.375,0.5845,-0.5845,7.96,0.03,-0.03,5.792,0.018,-0.018,7.71274,0.000223,-0.000223,2022-06-27,2022-06,2022-06-27
HD 33564 b,HD 33564,1,1,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=GALLAND_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..21G/abstract target=ref> Galland et al. 2005 </a>,388.0,3.0,-3.0,0.0,1.1,,,0.0,,,,,,,,,,,,,,,,,2892.1,,,0.0,9.1,,,0.0,,,,,,,,,2892.1,,,0.0,9.1,,,0.0,Msini,,,,,0.34,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,0.0,232.0,5.0,-5.0,0.0,<a refstr=GALLAND_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..21G/abstract target=ref> Galland et al. 2005 </a>,F6 V,6250.0,,,0.0,,,,,1.25,0.03,-0.04,0.0,-0.12,,,0.0,[Fe/H],,,,,4.0,,,0.0,3.0,0.6,-0.3,0.0,,,,,12.0,,,0.0,,,,,0.11,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h22m33.10s,80.6378979,+79d13m54.66s,79.2318488,20.9531,0.0746,-0.074,5.10111,0.023,-0.023,3.911,0.02,-0.02,4.97155,0.0040597,-0.0040597,2014-12-03,2005-12,2014-12-03
HD 34445 c,HD 34445,1,1,6,Radial Velocity,2017,Multiple Observatories,Published Confirmed,0,<a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>,214.67,0.45,-0.45,0.0,0.7181,0.0049,-0.0049,0.0,,,,,,,,,,,,,,,,,53.5,5.0,-5.0,0.0,0.168,0.016,-0.016,0.0,,,,,,,,,53.5,5.0,-5.0,0.0,0.168,0.016,-0.016,0.0,Msini,,,,,0.036,0.071,-0.036,0.0,,,,,,,,,,,,,,,,,,0.0,5.45,0.5,-0.5,0.0,<a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>,G0 V,5836.0,44.0,-44.0,0.0,1.38,0.08,-0.08,0.0,1.07,0.02,-0.02,0.0,0.14,0.04,-0.04,0.0,[Fe/H],0.303,0.041,-0.046,0.0,4.21,0.08,-0.08,0.0,8.5,2.0,-2.0,0.0,,,,,,,,,22.0,,,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907,0.0996,-0.0991,7.31,0.03,-0.03,5.79,0.023,-0.023,7.14947,0.000257,-0.000257,2017-10-23,2017-11,2017-10-26
HD 360 b,HD 360,1,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=TENG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PASJ..tmp..128T/abstract target=ref>Teng et al. 2021</a>,273.1,1.6,-0.8,0.0,0.98,0.11,-0.03,0.0,,,,,,,,,,,,,,,,,238.37131,38.13941,-47.67426,0.0,0.75,0.12,-0.15,0.0,,,,,,,,,238.37131,38.13941,-47.67426,0.0,0.75,0.12,-0.15,0.0,Msini,,,,,0.139,0.108,-0.104,0.0,,,,,,,,,,,,,,,,,JD,0.0,16.8,1.8,-2.6,0.0,<a refstr=TENG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PASJ..tmp..128T/abstract target=ref>Teng et al. 2021</a>,G8 III,4770.0,,,0.0,10.86,0.22,-0.28,0.0,1.69,0.15,-0.53,0.0,-0.06,0.17,-0.1,0.0,[Fe/H],1.742,0.017,-0.023,0.0,2.59,0.05,-0.17,0.0,,,,,,,,,1.86,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h08m17.50s,2.072903,-08d49m27.34s,-8.8242618,111.542,1.0475,-1.0475,5.986,0.005,-0.005,3.748,0.294,-0.294,5.70895,0.0010487,-0.0010487,2022-01-10,2021-12,2022-01-10
HD 37124 b,HD 37124,1,1,3,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...730...93W/abstract target=ref>Wright et al. 2011</a>,154.378,0.089,-0.089,0.0,0.53364,0.0002,-0.0002,0.0,,,,,,,,,,,,,,,,,214.53525,5.40311,-5.40311,0.0,0.675,0.017,-0.017,0.0,,,,,,,,,214.53525,5.40311,-5.40311,0.0,0.675,0.017,-0.017,0.0,Msini,,,,,0.054,0.028,-0.028,0.0,,,,,,,,,,,,,,,,,JD,0.0,28.5,0.78,-0.78,0.0,<a refstr=WRIGHT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...730...93W/abstract target=ref>Wright et al. 2011</a>,G4 V,,,,,,,,,0.85,,,0.0,-0.44,,,0.0,[Fe/H],,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h37m02.40s,84.2599947,+20d43m44.32s,20.7289784,31.6634,0.076,-0.0757,7.68,0.03,-0.03,5.952,0.016,-0.016,7.47238,0.000351,-0.000351,2016-09-06,2011-04,2016-08-18
HD 38283 b,HD 38283,1,1,1,Radial Velocity,2010,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,363.20001,1.6,-1.6,0.0,1.02,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,127.132,12.7132,-12.7132,0.0,0.4,0.04,-0.04,0.0,,,,,,,,,127.132,12.7132,-12.7132,0.0,0.4,0.04,-0.04,0.0,Msini,,,,,0.41,0.16,-0.16,0.0,,,,,,,,,,,,,,,,,,0.0,10.0,0.8,-0.8,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5981.0,12.0,-12.0,0.0,1.49,0.01,-0.01,0.0,1.37,0.07,-0.07,0.0,-0.18,,,0.0,[Fe/H],,,,,4.23,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h37m02.53s,84.2605324,-73d41m59.33s,-73.6998131,38.0615,0.0366,-0.0365,6.69,0.03,-0.03,5.267,0.026,-0.026,6.54392,0.000283,-0.000283,2018-09-04,2017-03,2018-09-06
HD 40307 g,HD 40307,1,1,5,Radial Velocity,2013,La Silla Observatory,Published Confirmed,1,<a refstr=TUOMI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..48T/abstract target=ref> Tuomi et al. 2013 </a>,197.8,5.7,-9.0,0.0,0.6,0.034,-0.033,0.0,,,,,,,,,,,,,,,,,7.1,2.6,-2.6,0.0,0.0223,0.0082,-0.0082,0.0,,,,,,,,,7.1,2.6,-2.6,0.0,0.0223,0.0082,-0.0082,0.0,Msini,,,,,0.29,0.31,-0.29,0.0,,,,,,,,,,,,,,,,,,0.0,0.95,0.32,-0.3,0.0,<a refstr=TUOMI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..48T/abstract target=ref> Tuomi et al. 2013 </a>,K2.5 V,4956.0,50.0,-50.0,0.0,,,,,0.77,0.05,-0.05,0.0,-0.31,0.03,-0.03,0.0,[Fe/H],-0.639,0.06,-0.06,0.0,4.47,0.16,-0.16,0.0,4.5,,,0.0,,,,,1.0,,,1.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363,0.0047,-0.0046,7.17,0.03,-0.03,4.793,0.016,-0.016,6.84367,0.00026,-0.00026,2014-05-14,2013-01,2014-05-14
HD 40979 b,HD 40979,1,3,1,Radial Velocity,2002,Multiple Observatories,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,264.14999,0.23,-0.23,0.0,0.85,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,1484.2661,108.0622,-108.0622,0.0,4.67,0.34,-0.34,0.0,,,,,,,,,1484.2661,108.0622,-108.0622,0.0,4.67,0.34,-0.34,0.0,Msini,,,,,0.25,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,,0.0,119.4,2.2,-2.2,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6165.0,25.0,-25.0,0.0,1.21,0.02,-0.02,0.0,1.45,0.15,-0.15,0.0,0.2,,,0.0,[Fe/H],,,,,4.43,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m30.08s,91.1253346,+44d15m35.23s,44.2597855,34.0883,0.0427,-0.0426,6.75512,0.023,-0.023,5.452,0.02,-0.02,6.59963,0.000348,-0.000348,2018-09-04,2017-03,2018-09-06
HD 4203 b,HD 4203,1,1,2,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,431.88,0.85,-0.85,0.0,1.17,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,708.7609,66.7443,-66.7443,0.0,2.23,0.21,-0.21,0.0,,,,,,,,,708.7609,66.7443,-66.7443,0.0,2.23,0.21,-0.21,0.0,Msini,,,,,0.52,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,,0.0,60.3,2.2,-2.2,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5596.0,20.0,-20.0,0.0,1.42,0.05,-0.05,0.0,1.25,0.16,-0.16,0.0,0.4,,,0.0,[Fe/H],,,,,4.23,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h44m41.33s,11.1722288,+20d26m54.21s,20.4483925,81.3795,0.3608,-0.3577,8.7,0.03,-0.03,7.047,0.029,-0.029,8.51545,0.000163,-0.000163,2018-09-04,2017-03,2018-09-06
HD 42618 b,HD 42618,1,1,1,Radial Velocity,2016,Multiple Observatories,Published Confirmed,0,<a refstr=FULTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...46F/abstract target=ref>Fulton et al. 2016</a>,149.61,0.37,-0.34,0.0,0.554,0.011,-0.011,0.0,,,,,,,,,,,,,,,,,14.4,2.5,-2.4,0.0,0.04531,0.00787,-0.00755,0.0,,,,,,,,,14.4,2.5,-2.4,0.0,0.04531,0.00787,-0.00755,0.0,Msini,,,,,0.19,0.15,-0.12,0.0,3.16,0.61,-0.55,0.0,337.0,15.0,-16.0,0.0,,,,,,,,,,0.0,1.89,0.29,-0.28,0.0,<a refstr=FULTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...46F/abstract target=ref>Fulton et al. 2016</a>,G4 V,5727.0,60.0,-60.0,0.0,1.0,0.09,-0.09,0.0,1.01,0.06,-0.06,0.0,-0.09,0.04,-0.04,0.0,[Fe/H],-0.009,0.069,-0.083,0.0,4.44,0.07,-0.07,0.0,,,,,,,,,2.0,,,1.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m00.77s,93.0032173,+06d46m55.11s,6.7819742,24.3358,0.0249,-0.0247,6.87,0.023,-0.023,5.301,0.02,-0.02,6.68303,0.000318,-0.000318,2016-10-26,2016-10,2016-10-27
HD 4313 b,HD 4313,1,1,1,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,356.21,0.88,-0.88,0.0,1.157,0.097,-0.097,0.0,,,,,,,,,,,,,,,,,612.45841,28.6047,-28.6047,0.0,1.927,0.09,-0.09,0.0,,,,,,,,,612.45841,28.6047,-28.6047,0.0,1.927,0.09,-0.09,0.0,Msini,,,,,0.147,0.047,-0.047,0.0,,,,,,,,,,,,,,,,,JD,0.0,40.3,1.7,-1.7,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4943.0,,,0.0,5.14,,,0.0,1.63,,,0.0,,,,,,,,,,3.24,,,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h45m40.35s,11.4181301,+07d50m42.18s,7.8450492,136.308,1.6455,-1.6455,7.83,0.03,-0.03,5.595,0.021,-0.021,7.57399,0.00021,-0.00021,2018-12-03,2019-04,2018-12-06
HD 43197 b,HD 43197,1,1,2,Radial Velocity,2010,La Silla Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,308.92072,2.34087,-2.83567,0.0,0.882,0.035,-0.039,0.0,,,,,,,,,,,,,,,,,175.75911,16.52708,-15.25576,0.0,0.553,0.052,-0.048,0.0,,,,,,,,,175.75911,16.52708,-15.25576,0.0,0.553,0.052,-0.048,0.0,Msini,,,,,0.742,0.017,-0.018,0.0,,,,,,,,,,,,,,,,,BJD,0.0,25.439,1.472,-1.121,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.96,0.12,-0.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h13m35.84s,93.3993231,-29d53m49.89s,-29.8971929,62.4112,0.0918,-0.0915,8.98,0.03,-0.03,7.203,0.026,-0.026,8.77158,0.000217,-0.000217,2023-06-14,2022-09,2023-06-14
